,Unnamed: 0,Unnamed: 0.1,ID,Response,Grade,Question
9776,9776,11499,a83848dae9e11c32fb0fef1054c9f0420423c74efa66838a210a7774eb07b64f5a5df97bc2a33594ee565ea37cacb65f8fcddd5281fc0b93d6e6e1b0ba5da1ac,"1. The each node is visited O(n + h) times.
2. I think it is O(n). since  the total number of edges is n-1 so O(n + n-1) which is O(n)",1.0,35
9777,9777,11500,174e38c18f0521eafee3b73a0ffb8449a8c5784d547a0843ddac9c9176015fedd2516d8b3d18b017cc9000d2b315ebe1757a54b724f337f3a99202881366a527,"Twice.
O(n) ",1.0,35
9778,9778,11501,d320af019b5c5fbf5996000b6f0c018e158d92ab05c3709236e5a03a6b328c59c1ab963403ff89c119e51b19d4eaa6320e2573a8bf4efb41ca5bbf92364ab8b6,"We visit leaf nodes only once. 

We visit parent nodes which have only one child twice, once when pushing it onto the stack and once more when backtracking from its left/right child.

 We visit parent nodes with two children three times, once when we push it onto the stack and once again when we backtrack from the left node and once more when we backtrack from the right node. 

Therefore in my opinion a BST traversal has a linear complexity O(n). ",5.0,35
9779,9779,11502,0b4066304490dceaa89df857c52096e501a361b0158a4122fe0743ccedb637acfd51e379e86df6a8a4f667a87b6d33f81aa5b4a035dd7d71db1ee1c7171afd95,"in all the pre,in,post orders we do the quadratic amount of work O(n^2)

it is also going to be quadratic because to do the orders we traverse through the whole tree ",0.0,35
9780,9780,11503,8fd97c5322558e2423003672fe174f30c080d208985516c4cd8749e1d3f072ac5736c633a74790122fa877f92436ac7777fc9cf9c36610a77bd1566b6903427e,we visit each node only once and the complexity is O(n),1.0,35
9781,9781,11505,3b413468f9946530e16c6d2ced91ab45356664eb3ef35b2823043a9391b6766aeb5cd1cde7c7799a9976f4713f096989c7f13a6ea1b6e1be3f9af94b87e0d40a,"All the different traversals visit nodes the same number of times. This is because all of the traversals will traverse the entire tree, the only difference is how they treat the current node with regards to outputting/returning a value. Since we traverse the left subtree first, backtrack to the root and then traverse the right subtree all the internal nodes in the left subtree will be visited an additional time compared to the internal nodes in the right subtree. Leaves will only be visited once regardless of which subtree they are in. Nodes with 1 child will be visited 2 times in the left subtree, once in the right subtree. Nodes with 2 children will be visited 3 times in the left subtree and 2 times in the right subtree. Considering this and looking at a perfect tree (this is where we do the most traversals) of height h. We have n nodes and we visit them each a constant number of times (1,2 or 3) this is a linear amount of work O(n).",5.0,35
9782,9782,11506,90a8f27cfb71d61b9c73a7a8ab33730e3ebc85bfa97c54d9b613ce87b305b9e1aa432bcfbae1c2c5d2035b82671180a8d7f60a46fa0262145d5fd6b791318ce7,"Without considering backtracking as visiting a node, each node will then be visited once in all traversals (n times). Taking into consideration backtracking, the ADDITIONAL number of nodes to be visited will be the number of edges that the tree has (n-1 times, considering the property of a BST). Therefore the total number of times we visit each node in a BST for any traversal is 2n-1 times

2n-1 is simply linear, and therefore so is the complexity of a BST traversal (O(n)).",3.0,35
9783,9783,11507,de345146608f48652cf9ec333ad07816bb0cf99089477ca7af207bce7f9f2c81b03f0e317efccc60f220182480d765ee6b6291c08b7723e7e91dd8402a584cdd,"Pre-Order Transversal: Each node is visited at least once and at most 3 (assuming you back track to go from a left sub tree to a right to a right sub tree) meaning it has a O(3n) time at worst case because you have to visit each node 3 times

Post-Order Transversal: Each node is visited at least once and at most 4 time (assuming you back track to change from a left sub tree to a right sub tree) this is because the node is visited once initially, then it is visited again when backtracking from the left branch, then again from the right branch, it then has to go up a level to print that value and visited a fourth time when it returns to get that value making it O(4n) in time

In-Order transversal: Each node is visited at least once and at most 3 (assuming you back track to go from a left sub tree to a right to a right sub tree) meaning it has a O(3n) time at worst case because you have to visit each node 3 times",0.0,35
9784,9784,11508,91ebe020e489f0682b9824bba92593f1328536973fcefa2088842b20b827aef8bdfb02c354fbd4b326e7989de48aea571427c17aa049b6dadee99c74f1c15bdb,You visit each node two times meaning the time complexity of it will be O(n^2),0.0,35
9785,9785,11509,d42cf42830844a9ee1d0ff0af8c2f689af280ff8f6db853246aca542789b88210a975754cb807f66256c17bb8f0db7f822b9fd7b118d4ccaab17c4ee83f0a430,"Each node is visited once, hence O(1)

Its complexity is O(n)

Since the number of edges that can originate from a node is limited to 2 in the case of a Binary Tree, the maximum number of total edges in a Binary Tree is n-1, where n is the total number of nodes, hence the complexity being O(n+n-1) = O(n)",3.0,35
9786,9786,11510,5efe3fbf856ecf3a15a69292118ba94b4935a0dba8b272f0af264465d64a2e654697453d0e3e6e72201dc798f4cd3f27b28fbe0c2032a2a7784e39ed4c150909,Each node would be visited at least 1 + (height-depth) number of times with the exception of the root which would be visited h number of times. I think the time complexity would be linear O(n) since you would have to visit each node minimum of once and maximum of the height of the tree.,3.0,35
9787,9787,11511,9607664f15775a14ee634c51fe9c149f525e26b98d5914c3165e84652908eb3f36dc6b5eb9602fdd2aa10815feb68c6202a768e4280fe2bc5565e0190f5672e7,We visit each node once in these transversals. i think the complexity of the BST transversal is O(n) because we as we visit each node once it means that the amount of work we preform is dependent of the number of nodes in the tree.,1.0,35
9788,9788,11512,e23792b17279f93b3cce4dddca09079f761a6a0f2795c6c3c7434b417d9b72d4e94d0c740b318fb5b6d57338883455b8fe250e5759d4aa78bd8b7bd3bfed6a55,When using Depth First Search we visit each leaf once and weather a node has 1 or 2 children will determine how many times that node will be visited. All non-leaves will be visited (number of children) x (constant time depending on transversal) . As the amount of times we visit a node does not rely on the rest of the tree except their own children we see the work done is linear therefore we have a complexity of O(n).,4.0,35
9789,9789,11513,5e36a0e7b93c9d082984c03228c748a0348993dbc7307752e7acfbf7e44b3df39b6aedb0dd5c68b0421254e8914343a9e052d4d15e260e3ecd7ef28810b12ec9,"For all traversals, the complexity is proportional to the number of edges and nodes.  If it is given that the number of nodes is n, the corresponding number of edges would be n-1. After visiting n nodes one would have to backtrack n-1 edges. This results in a complexity of O(n+n-1) which is approximately equal to O(n).",3.0,35
9790,9790,11514,dc016101375a4c30fa08c850e4ef82abdd66ca922170c25b2eda3c6f7009abcdda2dafb1c86a512fdd1b897c4c9da94be8f7047b535d50f3a259b1e698b13e05,"for each traversal, in-order, post-order and pre-order will take O(n) amount of work.

The complexity of a BST traversal is O(n) because the complexity of each depth first search traversal of a binary tree is O(n+m) where n is the number of nodes and m is the number of edges. Since the maximum number of edges that can come off a node is 2, the maximum number of total edges of a BST is n-1 where n is the total number of nodes. Therefore, the complexity becomes O(n+n-1) which is O(n). The complexity of a BST traversal is directly related to the number of nodes in the BST. ",3.0,35
9791,9791,11515,412b107ec0ff412753968aa6ffdad40da21fbfd59417aac428d07f6c064389cc24911eb533cf92e901bf7845b76400d7d3831fd1347350b39d220d9c58729d2b,"When doing a pre,in or post order traversal you visit a node many time until the condition for the BST is matched and all the backtracking is done.

The complexity of a BST traversal in is O(n) for the worst case and O(lgn) for the best case ",0.0,35
9792,9792,11516,16f82e0a87e8ddd62872296dc55051239fbed9bd7e989d4564eab3d0b0bd3dd97f30debd1ef7c57a72ffc4e972a5a710915f103218e9d2778be68d8b10a7d403,O(n) this is because you still have to visit each node.,1.0,35
9793,9793,11517,b47128b210e7cc636fb0b5325c08248ffac624374ed1eaac62c3594d5f67da91cc887cbf07a6c3571b2149ad963910548cff788f165204f9df156115e859a64b,"If the node has 2 children, it will be visited 3 times; if 1 child, it will be visited 2 times; if no children, the node will only be visited 1 time.

Taking the above into consideration, the complexity of the best case would be that of a degenerate tree where it would take O(n) work.

The worst case would be when there is a tree with large number of nodes with 2 children. This is a perfect tree. In this case, it would take O((n - 2^height)*3 + (2^n)*1). This relationship multiplies the internal nodes(with 2 children) by 3 and adds the leaves. Also, taken into consideration that the height of a perfect tree is log(n+1)-1. Simplified, it gives:

O( 3n-3/2( 2^log(n+1) ) ) = O(n-2^(logn))",5.0,35
9794,9794,11518,e2110671a4eab220560a21f9e1e9feb257ad75ab23f504a892c8df780bcf445f866d86be0cb87936d65c86a82a0daabcca41a6174ec4192f8f61c7d3034cdab4,"For a tree with optimal height, the internal nodes (including the root as this is called recursively) will be visited twice if they only have 1 child and 3 times if they have 2 children. The leaves of the tree will only be visited once.

For a completely degenerate tree, the internal nodes will only be visited twice, with the only leaf being visited once.

For a perfect/complete tree

There would be (3*2h-1*2h) < O(22LOGN) = O(N²) (apologies for notation)

For a completely degenerate tree resembles a linked list

There would be (2*2h-1) < O(2LOGN) = O(N) as well  (again, apologies)

Which means the Best case of a Depth First Search is on a degenerate BST being O(N)

AND the Worst Case of a DFS on a BST is O(N²)

(This makes sense, but seems wrong...)",4.0,35
9795,9795,11519,128e2656328deed2d77d2ef28a4c653d82a40a62fd734c4ccb3dafb70805db8a812cccc608184c6cbda73e2bdda34e6f81ec5dacc95d16cb9a78cba4ff089ac5,"When visiting each node to complete the search, we will have traversed a total of n-2 times. This means that the time complexity would be O(n).",1.0,35
9796,9796,11520,9dc85d5fc9d9d7b3ced470df92bc3f618b906428cc44daba96ce09d4da7c5e6251f817ad8b6d168d5489d3951e1d39f87f0ab87e50f2ae36060fe5a0c0501b6d,"All three types of traversals would involve the same number of visits given the same tree, as it will be the same steps, just in a different order. That said, you will visit each node at least once and at most three times according to these situations:

A node has zero children — only the value has to be processed and no backtracking through the node after visiting its children is necessary; ergo, you only visit it once.

A node has one child — the value will have to be processed either before or after (depending on which child is the null pointer and the type of traversal) visiting its child and then again when backtracking through it. In this case, it is visited twice.

A node has two children — the value of the node has to be processed before, between or after (depending on the traversal) visiting the children. Once a child has been visited, the parent node has to be revisited in order to access the second child and then again when the second child has been processed. This means that the node is visited thrice in this case.

We know that in a full tree — that is, a binary tree wherein every node has either no or two children — the number of internal nodes is (n-1)/2 and the number of leaves is (n+1)/2. Three visits per internal node plus one visit per leaf equates to 3(n+1)/2 + (n+1)/2 or, after simplifying, just n+1 visits. 

Because we are examining the time complexity, ignoring the case of nodes with one child shouldn't affect the answer here, as it will just add a different constant coefficient. As such, we can conclude that the traversals have linear time complexity as n+1 translates to O(n).",6.0,35
9797,9797,11521,a837228a932a0a88d86d56984d3a65abcc9744de389dd1a09c0dbc6344b07254c5f44d2d0e035800fe07d8fd7ef535a3af313b16fa0ec5085dc57d2a491f0957,"for the traversal of the tree the number of times of a leaf is visited is always one ,if you have a node on the left of the root then it will be visited two times, if the node is only moving  left of the root it  will be visited twice and also for visiting the right of the root. If the internal for example in a case  is added by moving right of the root and then left of the subtree, this will let the node be visited 3 times, whilst the same applies if this node is found on the left of the root and then to the right of the subtree

The complexity has to be linear so O(n).",5.0,35
9798,9798,11522,0a1eb6f30606d1f92d934eb03ca9d55d90d2ab3f505cdcb3ba02589cc6678998e8754ce7335373d6c01684ffed4a20fad8a976d2479c3f801a51d1c2b0d4ed50,"for the 3 traversals the number of times a leaf is visited is always 1 but the internal nodes are different , if you have a node on the left of the root then it will be visited 2 times ( so if the node is always only moving to the left of the root it will be visited twice) and the same applies for visiting a node that is always to the right of the root. if the internal node in a certain case has to be inserted lets say by first moving the right of the root and then the left of subtree root , this will cause the node to be visited 3 times ( the same applies if the internal node is found on the left of the root and then to the right of the root of the subtree.) 

Thus for a BST traversal complexity , it will be linear -> O(n)

 ",5.0,35
9799,9799,11523,b35e384f7c5ceb06d79c3b93cc63fcaa47042ffefb6b106d30f49be852e804e9feab1392cb217f65d7e7d63ec9914fbf325012c10f23427d79d4c0865092862e,"For a perfect binary search tree with nodes 1,3,7,15

Pre-order and in-order transversals visits 1,3,10,26

and for post-order transversals 1,4,12,29 nodes

all leaf nodes are visited once.

if a node has 2 children and is not the rightmost in its level then it will be visited 3 times.

if the node has 2 children and is the rightmost in its level then it will be visited twice(unless it is a post-order transversal in which case it will be visited 3 times)

this means the number of transversals is the number of nodes plus two times the internal nodes.

Therefore in order to transverse the entire tree using post-order transversals, it would take O(n+2(n-2^h))

h=height = log(subscript 2)(n+1)-1

For pre and in the order it would take O(n+2(n-2^h)-h)",1.0,35
9800,9800,11524,bd50a1f76e0acde64b2131110f2268f08aef333a162fed075d374337a58f0180c5f1efb88a7f6560e676d09d9ae71856da1ed18b029ff6c96af885a57d9fef75,"When it comes to traversal, there are 2 choices: either we visit the node first or the subtrees first.Tree traversal is a form of  graph traversal and has a process of visiting_ _(checking and/or updating) each node exactly once, in the best case.

O(n)",1.0,35
9801,9801,11525,185dc4c21423a9741e871c6f410e59bdca77c391c194cec101c75b3cca04c937f124a0057340342b97dc026d09e5d98b6cb6fda9dab2b9032e1e211b08f87356,"O(2^n)

To test this, I drew 3 trees, a perfect Binary Tree, a Degenerate Binary tree and an ordinary Binary Search Tree.

Surprisingly, on the Degenerate Binary Tree, you visit each node twice when traversing through the tree, this means that in total you do 2^n work. On the Perfect Binary tree, you visit each leaf twice and each internal node 3 times. this means you will do an exponential amount of work with base 2 again. An ordinary Binary Search Tree will have degenerate and perfect tree qualities, so you will visit a leaf 2 times, and if an internal node has 1 child, it will be visited twice and if it has 2 children it will be visited 3 times. 
This all in all, best and worst case, you will do an exponential amount of work with base 2. Hence the answer O(2^n)",0.0,35
9802,9802,11526,f03b1f416ca031a8c9d6db448d0d8439f9016edf947b1c8b45411ef2872c68250d908495b49ab16d7b6e23f038f5ac72fb1ec72bfe11a51db67cec76a8643ecb,We visit each node once when traversing a BST since the maximum amount of edges we can possible have is n-1 (which is linear). The complexity of  a BST is O(n) since we only visit each node once.,1.0,35
9803,9803,11527,0fa5d829ab37316f131667488ff6244b79b525ac275e022289de875a4f7426de94ef384d30176ee34a2851d47d343e62431c37057ae6054ad83ff76862ff86ab,"When performing those traversals we only visit the leaves once and we visit the internal nodes twice or three times depending on how many children they have.

The complexity will be linear O(n) since we will have to traverse though each item on the tree",4.0,35
9804,9804,11528,14bf4a341dc9827953823163cd007e766c263b8c396bea85416367e8c4908e0df252e9e3ac38e08223a3bcc05a108adef9f1881af30b78d3c7220ceb7c6be157,"We visit each node twice. We do this because we need to traverse both the left and right subtrees .With the post order traversal we traverse in the order Left-Right-Value , with the pre order traversal its Value-Left-Right. When we traverse through a tree the node where we are on currently is placed on the stack. We then traverse to the left and right subtrees , each successive traversal being placed on the stack . When we go back to the start node, the visited nodes are popped off the stack and the call is made recursively to keep searching through the tree. 

The complexity of a BST Traversal is O(n). This is because we need to traverse through the nodes to find our required node with the value we are looking for.",1.0,35
9805,9805,11529,922be3881d23d4f79d2fe24bf6321a23d63d950205b6ff6979047d1cc7c61465b9b18bdf8228c338eb886bb3010ea5578ec21cbc2819ca5ad2860838b719658d,O(n),1.0,35
9806,9806,11530,73f8ac3de0d9e29b34984491080a2a437e9d07081ef998fb53c2e73bde6a76efa33589c04809db77b67bfaaea71b13e4b7480f42fd75bb56aca6e9a4110b16f7,"When doing traversals in a DFS, we have three cases to consider: when the node has no children, when the node has 1 child and when the node has 2 children. 

The DFS algorithm involves adding values to a stack and then when you are done with them, to remove them from the stack. Depending on what you must do with the value in the stack ( in this case try to go left and right) , the amount of time the value spends on the stack and how many times it is visited, can be calculated. In the case of a DFS in a BST, it doesn't matter in which order (pre, post or in) the nodes are visited, they will be visited the same amount of times depending on the number of children they have.

When you visit a node, you will add it to the stack. This will be the first visit that each and every node will undergo. Now, we will look at our three different cases mentioned above.

Firstly, no children. You will check if you can go left, see that you cannot and then check if you can go right, and once again see that you cannot. Therefore, the node will just be removed from the stack and it has only been visited once.

Secondly, 1 child. This will either be the left or the right child. Firstly, you will check whether you can go left. If there is a left child, the left child will be added to the stack, and once all the traversals of the left subtree has been completed, the left child will be removed from the stack and the node will be visited for a second time. This would have a similar working if there had only been a right child. Therefore, no matter whether you have a left or a right child, the node will have been visited twice.

Lastly, if the node has 2 children. Then you will check if you can go left, the left child will be added to the stack, and once all the traversals of the left subtree has been completed, the left child will be removed from the stack and the node will be visited for a second time. Then you will check if you can go right, find that you can, the right child will be added to the stack, and once all the traversals of the right subtree has been completed, the right child will be removed from the stack and the node will be visited for a third time. Therefore, the node will have been visited 3 times.

To summarize: 

*A node with no children will be visited once

*A node with 1 child will be visited twice

*A node with 3 children will be visited three times

In the best case, the BST will only have a root and the complexity would be O(1). The other cases will be dependent on the shape of the tree. I think if the shape of the tree is reasonable, a good estimate would be O(n). This is because every node must be visited, there",5.0,35
9807,9807,11531,a51b1137941b4a2c9fd6d66da41292b1d5da2b0315b3c4cbaa7f507deed0fbfe1d51f7372760847ad411ee0d78ff9de354c3d1a9bb27433af4b5f7b732027fa9,"Each node is visited twice at maximum(internal), and once at minimum (leaf):

O(2n) = O(n) in asymptotic terms.",3.0,35
9808,9808,11532,11033a17d67159be6a6bbc8378c0392c95d06eb759a822fa4a4ab3fcd33a9e9c6b4e8e1a2ffedc295aecb757927d81558a966188674240b280a874a24f0debc2,We would visit each node twice.,0.0,35
9809,9809,11533,39f1ebb534a7edaa837d48cbd4115f72e8c5e63b7a4efafc271bf59036c6638038d9febb4eab796e3f3e68165bcbad6c2e1a9ad37eb71f421ecdb12f31f4f4c5,"We only visit leaves once. 
In the case of an internal node with one child, we only visit the node twice. 
In the case of an internal node with two children, we visit the node 3 times. 

In the best case, we do O(n) work as we traverse through a degenerate tree (then back to the root) where each node has 0 or 1 children. 

In the worst case, we have to traverse through a complete/perfect tree. In this case, we do O(2^n) work.   ",4.0,35
9810,9810,11534,a8b16fc0f5a2c752f3497016181c5ad9db439554c5d81073a232375aae20a22a97cca43a22eeec6af33455ba644c036ec4f0c737bb5b05eab312d892fb42141f,"The number of times that we visit a node would depend on whether its a leaf or an internal node. We would start at the root, go left, backtrack, then go right and backtrack once again. Therefore, we'd visit internal nodes with 2 children three times. If they have one child, then we'd visit it twice. We would visit a leaf once. 

As we would be going back and forth through the whole tree, the time complexity would be O(n), where n represents a node. ",5.0,35
9811,9811,11535,a44191cff1258114ca99a354cbcf13b3d3a3dcbbff75ad642f883f0afb3c431e62d034975452796897dce8086c431437065cbc80fc5ae095e71da50b0ce40ae0,"2

O(n) because we only visit each node twice which means if we have n nodes we traverse 2n times which is still linear.",1.0,35
9812,9812,11537,d3ddf356f072bf43331098b8a43e33c8b3192b402decaa6c3b442e9385a8eff79ab7318fc38d8ae8da018a53bd14daa455a684126f1cf0ce97908dac2dc0af07,"In any case all leaves would be visited once.

pre order-left and right nodes would be visited once .and the parents would be visited twice

in order -all nodes that are parents will be visited twice.

post order- all ",0.0,35
9813,9813,11538,0937f3be42654657ad069520ce77541d5a98ac5749be01a645bd806b70eacd3e8fd42ac59b2732fb7275b059278710559211b932636ce097f43773ecefbba842,O(n),1.0,35
9814,9814,11539,df4be51196b13a9d9df6ef77eee120b801ef4ba7a8945fcd04077415ae29d58c8d1e0814291c20adeb94f43f2f99c6c2290c6dde5a70ac85841035ecc662212f,"When performing a pre, in, or post-order traversal as a Depth First Search with n nodes, we'd visit each node exactly h+1 times where h is the height of the node. 

The complexity of BST traversal is O(n) because all nodes need to be visited in the depth first search in order to preform a traversal.",1.0,35
9815,9815,11540,5204f1bef2136d15a15e2bc81fec661c33bfcaa03530558479f291b586c10eaadde8b3f1da2bdb0c585b8e4de129c95a1cc00f8b5982206443ac7a6b2014c46d,"pre once

inorder twice

postorder three times

O(n)",1.0,35
9816,9816,11541,cbae5eeb6217dfd80bce3b9f9dcc6a487de93ab5d86c0254cee58b6e3923317f7e11f9c1e67f0e0269268aa476f5f7d41a06d2c8bc23012e2299f02af5f41761,"Best: Each node is visited once (all nodes in a straight line branch).
Worst: Leaves are visited once, Internal nodes are visited twice.

Best: O(n)

Worst: O(2n)",0.0,35
9817,9817,11542,c0046d9efb5ac101c14867d2717db3e08d6ef4577447593b970d77add7785e77e104d1c4da7ccd26febfc9dec54c612f8ab1164fc3489c3f123475dd1c711486,"O(n)

this is the case because in typical DFS traversals on a binary tree the call stack is used to traverse the nodes whereby each node is visited exactly once",1.0,35
9818,9818,11543,8d5ceb816f2781032ee62700b4d8e0c49eadb89db294dfede287a0eaeacf6b8016c744cd4dfe71d03f0f6caf776956147ca479b489362862217860010178b882,"We visit those nodes n times.

I think the time complexity is O(n) because we will only visit the node n times.",1.0,35
9819,9819,11544,2a38888a8b80ad136312b78d25e48a8f2ffafd5c8eeba2c39a3cf4d0b1565a722030f9463fa977a5038fd88a16d989882eed3aeb8631f846fa1888531a07766e,"pre once

inorder twice

post order three times

O(n) ",1.0,35
9820,9820,11545,c1e502cb9307976ed3c86bb3e1a2a0d1fad4d05b1ff3b6ca09a4a8992703680a55c9ae6e51c9417d756549fe340afbac12cdfcd3dbe4f6a560b6a171ce7f1eeb,"Each node is visited 3 times when traversing a BST.

The complexity of a BST traversal is O(n) since we have to visit every node and despite the number of times its visited, the complexity will still be linear",1.0,35
9821,9821,11546,f64eaf53775ca019aa46e95d674f953f5fe42b8661af69f4cf932eb77a69c0b6057310158946905b9d5788a5b3a8acd5e3f0f489603023b3ef81fc676dabaddd,"constant time O(1) , linear time O(n)  and quadratic time O(n^2). pre order traversal has constant time O(1)  because its does not backtrack, it print the value then look for the direction of the node which is left or right. best case
 

on order traversal has linear time O(n)  because it  must visit each left node then print else then back track to the parent then go to right node. worst case

	* pre order traversal has quadratic time O(n^2) because we visit two nodes in a same time then print the value before backtracking ,the nodes are left node and right node. worst case",0.0,35
9822,9822,11547,74d9bc92412f8c3ff2851eb60d7164b5df173c9c4dc214351b20de54e473afd02c6de0a58df8f38e8034cea31df2b0fd7682d3f538a4da451a42ed390cc33c67,"We traverse through each node once. Considering backtracking through a node to be visiting that node, we visit each node twice (push it to the stack and pop it from the stack).

The time complexity of a BST traversal is O(n)- linear time because it is proportional  to the number of nodes in the tree and traverses through each node once or visits each node twice so for a tree of n nodes it does 2n visits which is linear time O(n).",1.0,35
9823,9823,11548,b65e52333a31f01a7d7a5dae0ff6fc8ed82b8b5283406f591e8d448f865292ea8162938b0259891df516358cc77c51dca3895b350dbb36cf96d6c23e9b3fa27a,O(n) since you visit each node once,1.0,35
9824,9824,11549,07ab043d70e14725f955703ce65a95b6912342e429a6c9a7dec43aacd53b63f2b0d3ebef4da8ffdff01a86c6c296ffe0e21e4d798223854fe6e651460e1d7280,A BST traversal would be O(n) as you would have to visit each node n-1 times. As you go lower down the tree the number of times the traversal would have to back track decreases. ,1.0,35
9825,9825,11551,1a588e676388eab699476b49a00fa1013110acdcf89dcc5a2ff2c6e7b4d1cc5fff03a1daa5e3f8069ad9a846f88030beb884f390c11da3f442ee0a6ebc1a9307,The complexity is O(n) because we traverse through every node in the tree.,1.0,35
9826,9826,11552,13c060e9a128226d326b883081af9bf1d8d87f9594a5842046c134e481d515a3c3262c6c71b891f6321e7a0714b1981629c933e2f5180f487fe5e4ff9fbfb937,"pre order: once

in-order: two times

post-order: three times

O(n)",1.0,35
9827,9827,11554,e39d05b72f25767869d44391919434896bb055772d7969f74472032b03bc18418911f3b0e6dd47ff8f3b2323728225286c3cb36914d28dc7db40bdd786159c0a,"O(n), because it would require us to search through every node in the tree. Ideally the DFS traversals can be in order to visit every node in tree.

In the pre-order case we would need visit the value then the left followed by right(VLR)

In the in-order case we would need visit the left then the value followed by right(LVR)

In the post-order case we would need visit the left then the right followed by value(LRV)",0.0,35
9828,9828,11555,e39d05b72f25767869d44391919434896bb055772d7969f74472032b03bc18418911f3b0e6dd47ff8f3b2323728225286c3cb36914d28dc7db40bdd786159c0a,"O(n), because it would require us to search through every node in the tree. Ideally the DFS traversals can be in order to visit every node in tree.

In the pre-order case we would need visit the value then the left followed by right(VLR)

In the in-order case we would need visit the left then the value followed by right(LVR)

In the post-order case we would need visit the left then the right followed by value(LRV)",2.0,35
9829,9829,11557,e8a6e8174a6dd6e314677435e7049c0e3009b13d8a5df4000710970679e38e84d121d59138dfaf7218a7bd9e9ad0ee03d92b55f5f1e73be1e9206de0707e798c,"Each node is visited once, therefore the work done is linear.

Hence, I would assume the complexity of BST traversal is O(n).",1.0,35
9830,9830,11558,8c276f2a894ec8359a82f6a7f8b543cee4dafa5e339dd5fcbdd9b626de04d860f6a771f050054850d4263b60fc7c9e2f46a60c4568664a5f9854894846a3920d,"2 times. the notation is O(2^n) because the more nodes are present, we have to double the traversals done for each node and this results in that complexity.",0.0,35
9831,9831,11559,a24d4454b3c0f0611764d00de2a1119612fa4ae5c81fcdcf3800d4c6304de97c1896fb4640ae9520917c1bfdc4dabf12f730cd0013b9af7ab3a73969db3c7eea,"During any of the traversals, any given node is visited once if it is a leaf and either twice or three times if it is a parent of a subtree (excl. the root which is only visited twice for the general case that is assuming a tree has a height > 1 and is a perfect / full BST)

The tree expands exponentially (2^h), hence the time complexity will increase in relation to the size of the tree in a linear fashion. The time complexity is linear as a result O(n) however given it is a BST; it will become have time complexity grow quickly but linearly relative to the number of nodes.",5.0,35
9832,9832,11560,c1f6abfd4fc5318b969d8b42d7f10e1364425c616a8b69c8f8594b69d2c7a7743a83790314faf11cc3b382f3287fb00f531687f09a9146a00ce2dbe39062eeff,"Because a binary tree is limited to only have 2 edges originate from a node we can say that the maximum number of total edges would be n-1(n being the number of nodes). Thus the complexity would become O(n+n-1), meaning it is O(n).",3.0,35
9833,9833,11562,3143af8e534af5f9178a128c44433d6c35da771cbbc382af1235851f68f2e6c0baf6b6c7dc7aef9c829246db2be183570b22a8f6e1e10870c8fab148df9fe20f,Each node is visited at most 3 times in each of these traversals and a BST traversal would take O(n) time.,3.0,35
9834,9834,11563,eaf6c4c43d71c21a9611ab529dceabe1fb33ac3bf543bdbce13d249f7b6251a8ae478c786f76da007fed6f3e8c11ab62610c853fb7d3dd853fe2afc80fe40704,each node is vsited once and because of this we would have an O(n) complexity,1.0,35
9835,9835,11564,98d78e9c828344508b695719d0252934ec81638b460881dd9abe0087d3148c90c09f4ac72696b8c6cb5d749b644a041f0fa7f6d6c483866227774b40bcf364d5,"we visit each node once.

the time complexity of a BTS is O(n) because we are visiting each node once.",1.0,35
9836,9836,11565,135bdbdca9dab16566a02b87eb86b2b03e986360c36387bc6b252f2a7b0098a14637a43a9d1d68d223771b954b34555f039489b7af8726eba774f24a3c3a0d42,"Pre-order: Each node will only be visited once.

Post-order: 

In-order: ",0.0,35
9837,9837,11566,9604cde612d14d7c1208567b5a899f58192d63e5eca49d1172cf02ada7bcc707c0c2961463156af2ceaf251b5e8002936b2f718d5d90b74662837e2ef34371cf,"The nodes are visited 2(n) times
The complexity of the BST is O(n+m).Since the number of edges that can originate from a node is limited to 2",0.0,35
9838,9838,11568,061f56d837e6405fc3da18b48c234575e946e21c4f8a87e4ff0140618b0afc839b770f98def91d7072d96fe9e6cbacdd2d64a21bf2c7aaeab14c8c197a8e0535,"when performing traversals, we visit each node once meaning we will do n-1 work for traversing n nodes therefore it will take O(n) complexity since we care about the shape of function",1.0,35
9839,9839,11569,2f496bb2a99de18fa436df0deced0620c47daee5ce37cf49cf6b3200c20eb84e5a9b7a47850d29ff143886bc9932f54f86b6a1101a1d0f70874e22b40b657cec,"linear complexity( O(n)), depending on the number of nodes we have the number of transversals increase linearly. the complexity of a DFS Traversal is O(n + edges), where n is the number of nodes. The same applies to a binary tree. The complexity of each of these DFS traversals is O(n+edges). Since in a  Binary Tree, the maximum number of total edges is n-1, where n is the total number of nodes. The complexity then becomes O(n + n-1), which is O(n).",1.0,35
9840,9840,11570,bb7a5218ab3dfcc0ac546d608943de6dcbb3727d09e6f5dbb5e885ea5b24939174aaaa40e8672ce63fa53f6af97ad899b29ea3229ae18c85c504ca3dcaa7d71a,"* Pre-order: we visit each node once. Worst case O(logn) and the best case is O(n)
	* Post-order: we visit each node once. Worst case O(logn) and the best case is O(n)
	* in-order: we visit each node twice. Worst case O(logn) and the best case is O(n)",0.0,35
9841,9841,11571,e15ad332a60fd21f9642a607905bc6a0a968e3d65f0ab448161698266492242c990fc890cd09bab4dffa30a30230d6c043c42b0ef218d6e81e40a2206a0638d0,O(logn),0.0,35
