,Unnamed: 0,Question,ref,Response,Grade,aug,id
1198,658,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, because at the end he had 109 eggs in group x and he had 140 eggs in group y.",0,False,6900
1199,659,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, Because he did not change any more than he needed too.",0,False,6901
1200,660,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, because he found out they lay more with 1300 grams of feed and 30 grams of calcium.",0,False,6902
1201,661,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, he did everything. Nothing was on it own.",0,False,6903
1202,662,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, he took accurate data.",0,False,6904
1203,663,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, because he can figure it out how much the foods or calcium will need.",0,False,6905
1204,664,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, No, because in group x he did not supply enough food and calcium as he did for group y.",0,False,6906
1205,665,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, Andrew did a good job he made sure the chickens had almost the same amount, it was also good because he had over a 100 eggs laid.",0,False,6907
1206,666,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, He made the daily care different to see what their optimum condition.",0,False,6908
1207,667,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, He needs to take more notes.",0,False,6909
1208,668,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, Yes because, he did not add factors he did not need and he did not change his.",0,False,6910
1209,669,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, Yes, because he did correct info and he had good variables.",0,False,6911
1210,670,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, He did not do a good job of controlling the variables, because now you do not know what caused different results.",1,False,6912
1211,671,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, He had too many variables.",0,False,6913
1212,672,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, He should of recorded for each chicken separately.",0,False,6914
1213,673,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, he should record data for each chicken.",0,False,6915
1214,674,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, because he should have had a different number of tests with the grams section.",0,False,6916
1215,675,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, because he made the chicken laid eggs after 2 weeks.",0,False,6917
1216,676,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, because now he knows that more feed and more calcium for every 10 chickens produces more eggs.",0,False,6918
1217,677,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, yes because he did not go off the charts in daily care.",0,False,6919
1218,678,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, everything should have been the same besides one thing the thing he is testing.",0,False,6920
1219,679,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, On the calcium for group section he should have made them even like 10 and 30 grams, or else he did excellent.",0,False,6921
1220,680,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, yes because he did great in his experiment.",0,False,6922
1221,681,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, because he used one variable.",0,False,6923
1222,682,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, because you can get information of how much eggs they lay and the food for each group. Also the calcium for the chickens.",0,False,6924
1223,683,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, because the only thing changed was the chicken feed.",0,False,6925
1224,684,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, I think yes because it was well controlled and well organized. But he could have done better.",0,False,6926
1225,685,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, Yes because he put the number of chicken it was low.",0,False,6927
1226,686,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, because he did not control the variable.",0,False,6928
1227,687,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, Yes because Andrew fed the chickens a good amount so the chickens laid there eggs.",0,False,6929
1228,688,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, No, because the chickens got fed different amount and different amounts of calcium.",0,False,6930
1229,689,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, Because he recorded more than one variable daily care and egg production.",0,False,6931
1230,690,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, be the number of eggs laid by group y is a lot more than the eggs laid by group x.",0,False,6932
1231,691,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, no because after listing the same amount of chickens it cost different amounts?",0,False,6933
1232,692,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,Because he put too many chickens in one group and would not know which one laid eggs.,0,False,6934
1233,693,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, No because he is not controlling anything but the numbers of chicken.",0,False,6935
1234,694,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, because the should have put have look like every day.",0,False,6936
1235,695,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"Yes, because he writes how much chickens, how much he fed the chickens, how much calcium they got, even how much eggs they laid.",0,False,6937
1236,696,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, because he changed 2 things instead of one so he does not know which one works.",1,False,6938
1237,697,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, Because there were 2 things that were different in the experiment. The food and the calcium. So he will not know which one of those affected it.",1,False,6939
1238,698,"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, Andrew should have given group x more calcium because 5 grams of calcium is not enough.",0,False,6940
1239,699,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,To help support people walking.,0,False,6941
1240,700,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are larger because your legs hold you up. If your legs are short you could not reach things.,0,False,6942
1241,701,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because it has to hold up a lot of weight so it has to be big.,1,False,6943
1242,702,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are large because they need the rest of the body to stand up. So it does a lot stronger part of our body.,0,False,6944
1243,703,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because it has to carry a lot of weight.,1,False,6945
1244,704,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because leg bones have more tissue.,0,False,6946
1245,705,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are big because they carry a lot of weight.,1,False,6947
1246,706,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are so large because if they were not there you would be a blob.,0,False,6948
1247,707,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are big because they are large.,0,False,6949
1248,708,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Leg bones carry your whole torso.,0,False,6950
1249,709,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bone is so large because it has to support your body weight.,1,False,6951
1250,710,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The legs are so large because it needs to hold the weight in the torso.,1,False,6952
1251,711,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,So it can hold the rest of the bones.,0,False,6953
1252,712,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Leg bones are large because they have to provide support.,0,False,6954
1253,713,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The bones are large because of the weight it is holding on your body.,1,False,6955
1254,714,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bones have to be large to hold weight.,1,False,6956
1255,715,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bones have to hold up a lot of weight.,1,False,6957
1256,716,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are so big because they hold most of your body weight.,1,False,6958
1257,717,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The bone it is the largest because you will not move.,0,False,6959
1258,718,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,It is that big because it needs to carry upper body weight.,1,False,6960
1259,719,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bones carry most of your body weight.,1,False,6961
1260,720,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,That is where a portion of your weight is.,0,False,6962
1261,721,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bones help stand up. They hold the most weight.,1,False,6963
1262,722,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bones are large because they have to support your whole body.,0,False,6964
1263,723,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bone is large so it can support the weight.,1,False,6965
1264,724,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They have to support our weight.,1,False,6966
1265,725,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,So that it can lift up all our upper body.,0,False,6967
1266,726,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Leg bones can let you walk and move.,0,False,6968
1267,727,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because leg bones are one of the important bones in your body leg bones are to help you walk.,0,False,6969
1268,728,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because they have to hold everything that is on the upper body.,0,False,6970
1269,729,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,To hold your body up.,0,False,6971
1270,730,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,So you can move your legs.,0,False,6972
1271,731,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because a cow is bigger than a human.,0,False,6973
1272,732,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They support your body.,0,False,6974
1273,733,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,So you can stand and move.,0,False,6975
1274,734,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are so large because the upper leg holds weight and the lower leg supports your body.,1,False,6976
1275,735,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are bigger because they have to support your upper weight.,1,False,6977
1276,736,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,It holds up all the weight.,1,False,6978
1277,737,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because you have so much weight on them so it is big because it has to support the weight and the leg is big.,1,False,6979
1278,738,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bones are so large because they have to support your weight to hold you up.,1,False,6980
1279,739,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are large because they need to support the rest of your body.,0,False,6981
1280,740,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They need to support your weight.,1,False,6982
1281,741,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Our legs are stronger than our body so it can hold us up.,0,False,6983
1282,742,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because the tibia and the fibula and the femur support us.,0,False,6984
1283,743,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,So we can walk.,0,False,6985
1284,744,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,When you walk all your weight goes to your legs.,1,False,6986
1285,745,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,So we can be tall.,0,False,6987
1286,746,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bones help us walk so we need bigger bones.,0,False,6988
1287,747,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because they have to hold the rest of our body.,0,False,6989
1288,748,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because its femur is really important.,0,False,6990
1289,749,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because they are the ones that make you walk.,0,False,6991
1290,750,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,It holds your body so it needs muscles.,0,False,6992
1291,751,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,To keep stable.,0,False,6993
1292,752,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because they have to support the rest of the bones in the human body.,0,False,6994
1293,753,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They hold all your weight on your body.,1,False,6995
1294,754,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because they make you tall.,0,False,6996
1295,755,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are stronger than the other bones.,0,False,6997
1296,756,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because it makes you walk.,0,False,6998
1297,757,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because it holds your weight.,1,False,6999
1298,758,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They have to be big so they can support you and help you walk.,0,False,7000
1299,759,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,To hold all your body weight.,1,False,7001
1300,760,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,So like your arms will not be laying on the ground. And it does a lot of stuff.,0,False,7002
1301,761,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because they need to keep you upright.,0,False,7003
1302,762,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,If your leg bones were not long you could not do certain things.,0,False,7004
1303,763,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because they have to hold the human body all the time.,0,False,7005
1304,764,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,To hold you up when you are standing.,0,False,7006
1305,765,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because the more we grow up our leg bone gets longer.,0,False,7007
1306,766,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,So they can support us.,0,False,7008
1307,767,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,We need them to walk.,0,False,7009
1308,768,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because the leg bones need to balance your whole body from falling down.,0,False,7010
1309,769,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,To help balance you out.,0,False,7011
1310,770,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because people need to walk and because everything else is smaller.,0,False,7012
1311,771,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They are so large because they do most of the work.,0,False,7013
1312,772,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,They need to hold the rest of the skeleton.,0,False,7014
1313,773,Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,The leg bones support most of our body.,0,False,7015
